,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
276,-27.35728,-70.22048000000001,304.63,0.38,0.36,2022-04-21,548,1,nominal,2.0NRT,284.6,0.69,N
277,-27.41494,-70.26325,322.27,0.38,0.36,2022-04-21,548,1,nominal,2.0NRT,285.9,2.23,N
278,-27.610670000000002,-70.33588,296.56,0.38,0.36,2022-04-21,548,1,nominal,2.0NRT,281.81,0.48,N
287,-31.881859999999996,-71.45105,297.17,0.38,0.36,2022-04-21,550,1,nominal,2.0NRT,282.32,0.47,N
295,-32.801320000000004,-70.9521,321.09,0.39,0.36,2022-04-21,550,1,nominal,2.0NRT,283.75,2.17,N
296,-32.75812,-71.47374,332.02,0.38,0.36,2022-04-21,550,1,nominal,2.0NRT,283.77,12.78,N
297,-32.76017,-71.48267,296.0,0.38,0.36,2022-04-21,550,1,nominal,2.0NRT,282.92,4.43,N
298,-32.78735,-71.48433,303.65,0.38,0.36,2022-04-21,550,1,nominal,2.0NRT,281.15,1.18,N
299,-32.92731,-71.50437,298.85,0.38,0.36,2022-04-21,550,1,nominal,2.0NRT,287.8,0.65,N
300,-33.29424,-70.72821,323.98,0.39,0.36,2022-04-21,550,1,nominal,2.0NRT,284.56,2.37,N
301,-33.735659999999996,-70.95773,313.58,0.39,0.36,2022-04-21,550,1,nominal,2.0NRT,280.15,1.41,N
302,-34.102940000000004,-70.45339,298.25,0.4,0.37,2022-04-21,550,1,nominal,2.0NRT,277.4,5.81,N
303,-34.10573,-70.45829,337.04,0.4,0.37,2022-04-21,550,1,nominal,2.0NRT,283.06,5.81,N
304,-34.10635,-70.45396,300.01,0.4,0.37,2022-04-21,550,1,nominal,2.0NRT,280.22,5.81,N
305,-34.092240000000004,-70.64931999999999,295.23,0.4,0.37,2022-04-21,550,1,nominal,2.0NRT,278.49,0.25,N
306,-34.46133,-71.09215,309.46,0.39,0.36,2022-04-21,550,1,nominal,2.0NRT,279.32,1.2,N
307,-35.32971,-71.79566,310.99,0.39,0.36,2022-04-21,550,1,nominal,2.0NRT,273.2,1.13,N
309,-36.35989,-72.30171,296.37,0.39,0.36,2022-04-21,553,1,nominal,2.0NRT,272.17,0.74,N
310,-36.36055,-72.29741,301.78,0.39,0.36,2022-04-21,553,1,nominal,2.0NRT,271.24,0.72,N
311,-36.7449,-73.12484,313.45,0.38,0.36,2022-04-21,553,1,nominal,2.0NRT,280.65,1.36,N
454,-18.255470000000003,-70.4054,296.85,0.42,0.38,2022-04-21,546,1,nominal,2.0NRT,284.43,0.53,N
455,-18.25615,-70.40141,298.56,0.42,0.38,2022-04-21,546,1,nominal,2.0NRT,284.41,0.53,N
486,-23.782629999999997,-70.3176,310.37,0.39,0.36,2022-04-21,548,1,nominal,2.0NRT,287.61,1.44,N
487,-23.82385,-70.31761999999999,320.46,0.39,0.36,2022-04-21,548,1,nominal,2.0NRT,288.74,2.37,N
488,-23.82447,-70.31381999999999,313.18,0.39,0.36,2022-04-21,548,1,nominal,2.0NRT,287.31,1.69,N
1591,-35.36993,-69.91138000000001,329.74,0.49,0.4,2022-04-21,1811,1,nominal,2.0NRT,282.71,3.09,D
1694,-27.41713,-70.2592,336.54,0.43,0.38,2022-04-21,1813,1,low,2.0NRT,310.12,17.16,D
1724,-23.82555,-70.31622,339.75,0.4,0.37,2022-04-21,1815,1,nominal,2.0NRT,309.51,5.66,D
1886,-50.65735,-71.19036,337.7,0.54,0.51,2022-04-21,1809,1,nominal,2.0NRT,284.6,3.69,D
1887,-50.657509999999995,-71.18975999999999,328.21,0.54,0.51,2022-04-21,1809,1,nominal,2.0NRT,284.32,4.21,D
2599,-50.654579999999996,-71.1916,327.65,0.32,0.55,2022-04-21,1947,1,nominal,2.0NRT,280.81,2.01,D
3068,-23.78015,-70.31715,304.71,0.4,0.44,2022-04-22,527,1,nominal,2.0NRT,285.55,0.97,N
3069,-23.78419,-70.31806,301.78,0.4,0.44,2022-04-22,527,1,nominal,2.0NRT,285.75,0.87,N
3070,-23.822879999999998,-70.31442,336.89,0.4,0.44,2022-04-22,527,1,nominal,2.0NRT,287.32,4.14,N
3071,-23.822129999999998,-70.31825,314.92,0.4,0.44,2022-04-22,527,1,nominal,2.0NRT,285.29,4.14,N
3084,-27.355829999999997,-70.22354,299.39,0.52,0.41,2022-04-22,529,1,nominal,2.0NRT,285.71,0.57,N
3085,-27.41433,-70.26189000000001,315.04,0.52,0.41,2022-04-22,529,1,nominal,2.0NRT,286.3,3.08,N
