,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
15,-37.47798,-71.98075,302.78,0.5,0.66,2022-04-03,446,1,nominal,2.0NRT,278.07,1.42,N
245,-27.41021,-70.262,312.91,0.75,0.77,2022-04-03,446,1,nominal,2.0NRT,283.04,2.64,N
257,-32.80185,-70.95423000000001,325.16,0.59,0.7,2022-04-03,449,1,nominal,2.0NRT,282.33,3.55,N
259,-33.35001,-70.79478,304.97,0.56,0.69,2022-04-03,449,1,nominal,2.0NRT,281.08,1.65,N
288,-17.490489999999998,-71.35721,337.8,0.44,0.46,2022-04-03,625,1,nominal,2.0NRT,289.61,4.91,N
289,-17.49002,-71.36086999999999,304.14,0.44,0.46,2022-04-03,625,1,nominal,2.0NRT,282.28,3.31,N
290,-17.6906,-70.84029,295.5,0.48,0.48,2022-04-03,625,1,nominal,2.0NRT,283.19,1.33,N
291,-17.6898,-70.84235,302.09,0.48,0.48,2022-04-03,625,1,nominal,2.0NRT,282.32,1.34,N
1112,-23.77975,-70.31730999999999,303.02,0.61,0.54,2022-04-03,627,1,nominal,2.0NRT,283.42,1.14,N
1113,-23.784689999999998,-70.31796999999999,300.59,0.61,0.54,2022-04-03,627,1,nominal,2.0NRT,283.23,1.14,N
1114,-23.82483,-70.31756,338.76,0.61,0.54,2022-04-03,627,1,nominal,2.0NRT,286.86,5.83,N
1115,-23.82591,-70.31916,315.62,0.61,0.54,2022-04-03,627,1,nominal,2.0NRT,284.07,3.08,N
1116,-23.82651,-70.31293000000001,308.01,0.61,0.54,2022-04-03,627,1,nominal,2.0NRT,281.48,3.08,N
1117,-21.54283,-86.14307,335.5,0.54,0.51,2022-04-03,627,1,nominal,2.0NRT,284.54,2.37,N
1118,-27.41446,-70.26286999999999,297.32,0.34,0.56,2022-04-03,627,1,nominal,2.0NRT,282.82,1.22,N
1119,-27.414759999999998,-70.25950999999999,312.67,0.34,0.56,2022-04-03,627,1,nominal,2.0NRT,284.84,2.07,N
1120,-32.80236,-70.95397,330.42,0.35,0.57,2022-04-03,629,1,nominal,2.0NRT,282.91,2.34,N
1121,-32.802620000000005,-70.95033000000001,311.72,0.35,0.57,2022-04-03,629,1,nominal,2.0NRT,281.35,2.34,N
1122,-34.10453,-70.45795,338.48,0.39,0.59,2022-04-03,629,1,nominal,2.0NRT,282.12,2.84,N
1123,-34.10429,-70.4619,297.65,0.39,0.59,2022-04-03,629,1,nominal,2.0NRT,279.4,2.84,N
1124,-36.7454,-73.12571,311.08,0.58,0.52,2022-04-03,629,1,nominal,2.0NRT,281.96,2.07,N
1125,-36.743520000000004,-73.12635,307.98,0.58,0.52,2022-04-03,629,1,nominal,2.0NRT,281.82,2.23,N
1126,-37.48061,-71.98236,311.51,0.34,0.56,2022-04-03,629,1,nominal,2.0NRT,276.2,0.9,N
1127,-38.00929,-72.35311,295.29,0.33,0.55,2022-04-03,629,1,nominal,2.0NRT,275.39,0.77,N
2559,-16.638189999999998,-72.70939,331.11,0.51,0.5,2022-04-03,1853,1,nominal,2.0NRT,295.52,4.33,D
2560,-16.6021,-72.79089,340.64,0.51,0.49,2022-04-03,1856,1,nominal,2.0NRT,296.14,10.57,D
2561,-16.602,-72.79448000000001,340.89,0.51,0.49,2022-04-03,1856,1,nominal,2.0NRT,297.91,8.79,D
2614,-37.90218,-72.38035,330.32,0.4,0.37,2022-04-03,1849,1,nominal,2.0NRT,296.1,3.42,D
2615,-37.75085,-72.21546,330.67,0.4,0.37,2022-04-03,1849,1,nominal,2.0NRT,295.47,2.39,D
2622,-36.4458,-72.12926999999999,333.08,0.41,0.37,2022-04-03,1849,1,nominal,2.0NRT,301.21,44.99,D
