,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
167,-38.20082,-73.39079,303.25,1.03,1.01,2022-01-30,346,T,54,6.1NRT,283.68,8.14,N
168,-35.11275,-71.53084,309.15,1.3,1.13,2022-01-30,349,T,77,6.1NRT,286.61,15.05,N
169,-35.11527,-71.54485,302.03,1.3,1.13,2022-01-30,349,T,30,6.1NRT,286.48,8.51,N
170,-35.11639,-71.53560999999999,312.91,1.3,1.13,2022-01-30,349,T,42,6.1NRT,286.79,17.77,N
171,-35.10633,-71.5387,307.64,1.3,1.13,2022-01-30,349,T,56,6.1NRT,287.03,13.14,N
172,-34.11063,-70.45173,305.21,1.56,1.23,2022-01-30,349,T,63,6.1NRT,286.58,17.09,N
201,-35.10201,-71.52421,302.91,1.79,1.31,2022-01-30,533,A,52,6.1NRT,285.59,16.94,N
202,-35.113440000000004,-71.5288,302.62,1.79,1.31,2022-01-30,533,A,50,6.1NRT,285.44,16.54,N
271,-34.10641,-70.45644,339.03,1.07,1.03,2022-01-30,1450,T,88,6.1NRT,305.3,35.78,D
273,-37.0882,-72.43518,314.29,1.01,1.0,2022-01-30,1452,T,44,6.1NRT,299.57,5.89,D
274,-39.866040000000005,-72.80221999999999,301.9,1.02,1.01,2022-01-30,1452,T,24,6.1NRT,287.85,3.86,D
289,-23.82751,-70.31619,330.51,1.01,1.0,2022-01-30,1446,T,69,6.1NRT,313.34,10.1,D
1320,-34.106790000000004,-70.4581,324.07,2.41,1.5,2022-01-30,1914,A,40,6.1NRT,306.42,28.78,D
1576,-35.67429,-71.56139,312.02,3.02,1.65,2022-01-31,251,T,84,6.1NRT,288.05,58.88,N
1577,-35.67627,-71.59557,312.17,3.03,1.66,2022-01-31,251,T,84,6.1NRT,287.77,60.38,N
1578,-35.659209999999995,-71.56268,305.01,3.02,1.65,2022-01-31,251,T,63,6.1NRT,288.04,38.78,N
1579,-35.661159999999995,-71.59689,305.11,3.03,1.66,2022-01-31,251,T,63,6.1NRT,287.42,39.54,N
1580,-35.66103,-71.56942,324.99,3.02,1.65,2022-01-31,251,T,100,6.1NRT,288.45,121.66,N
1581,-35.6632,-71.60364,308.14,3.03,1.66,2022-01-31,251,T,74,6.1NRT,287.27,48.65,N
1585,-33.79059,-70.86793,304.84,2.6,1.55,2022-01-31,253,T,62,6.1NRT,287.6,31.89,N
1826,-33.78221,-70.86463,323.97,1.4,1.17,2022-01-31,614,A,100,6.1NRT,286.39,40.17,N
1827,-35.07328,-71.54025,301.32,1.33,1.14,2022-01-31,616,A,27,6.1NRT,288.94,7.55,N
1828,-35.07504,-71.52469,312.04,1.34,1.15,2022-01-31,616,A,84,6.1NRT,289.82,17.98,N
1829,-35.0837,-71.54167,356.99,1.33,1.14,2022-01-31,616,A,100,6.1NRT,293.04,120.79,N
1830,-35.0853,-71.52744,389.83,1.34,1.15,2022-01-31,616,A,100,6.1NRT,299.25,303.69,N
1831,-35.09406,-71.54351,300.54,1.33,1.14,2022-01-31,616,A,25,6.1NRT,288.66,6.88,N
1832,-35.6642,-71.57133,339.63,1.35,1.15,2022-01-31,616,A,100,6.1NRT,289.71,70.24,N
