,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
107,-38.08017,-72.35231,300.11,1.24,1.11,2022-02-03,321,T,17,6.1NRT,286.78,7.34,N
108,-34.110890000000005,-70.45879000000001,301.75,1.01,1.0,2022-02-03,323,T,44,6.1NRT,287.38,6.75,N
584,-34.10456,-70.45045999999999,326.09,1.34,1.15,2022-02-03,1424,T,77,6.1NRT,308.05,16.49,D
591,-37.923140000000004,-72.41764,311.86,1.45,1.19,2022-02-03,1426,T,33,6.1NRT,299.48,12.61,D
696,-26.99992,-69.88015,334.19,1.69,1.28,2022-02-03,1424,T,82,6.1NRT,314.78,33.85,D
986,-41.39578,-72.91378,311.13,1.09,1.04,2022-02-03,1847,A,12,6.1NRT,296.45,5.02,D
987,-41.37402,-72.97232,312.33,1.09,1.04,2022-02-03,1847,A,64,6.1NRT,297.94,6.31,D
988,-40.763729999999995,-72.12948,306.8,1.03,1.01,2022-02-03,1847,A,32,6.1NRT,291.07,6.05,D
989,-29.148940000000003,-70.85947,330.45,1.22,1.1,2022-02-03,1851,A,44,6.1NRT,316.75,9.59,D
990,-27.031859999999998,-69.88466,331.5,1.49,1.21,2022-02-03,1851,A,72,6.1NRT,317.97,13.6,D
991,-27.03455,-69.89945,333.33,1.49,1.21,2022-02-03,1851,A,75,6.1NRT,316.73,17.54,D
992,-26.586990000000004,-69.98057,333.52,1.5,1.21,2022-02-03,1851,A,65,6.1NRT,318.67,15.88,D
993,-26.582109999999997,-69.97308000000001,333.65,1.5,1.21,2022-02-03,1851,A,76,6.1NRT,319.4,15.3,D
994,-26.370620000000002,-70.07678,334.03,1.49,1.21,2022-02-03,1851,A,68,6.1NRT,321.01,17.53,D
995,-26.281409999999997,-69.96415999999999,333.89,1.53,1.22,2022-02-03,1851,A,75,6.1NRT,321.11,13.27,D
1281,-53.75404,-69.82925,363.04,1.12,1.05,2022-02-04,401,T,100,6.1NRT,277.5,117.66,N
1282,-53.756980000000006,-69.84585,315.23,1.12,1.05,2022-02-04,401,T,91,6.1NRT,274.09,21.31,N
1293,-53.75466,-69.8034,305.42,4.08,1.87,2022-02-04,418,A,30,6.1NRT,273.41,91.86,N
1294,-53.757769999999994,-69.8092,306.36,4.08,1.87,2022-02-04,418,A,44,6.1NRT,273.53,96.21,N
1369,-53.747730000000004,-69.83951,318.4,1.4,1.17,2022-02-04,557,A,97,6.1NRT,274.19,34.96,N
1370,-53.749680000000005,-69.81811,346.82,1.41,1.17,2022-02-04,557,A,100,6.1NRT,277.45,100.74,N
1371,-32.79861,-70.94821999999999,301.99,1.08,1.04,2022-02-04,552,A,46,6.1NRT,286.38,7.81,N
1372,-36.6508,-72.87288000000001,303.58,1.14,1.06,2022-02-04,552,A,56,6.1NRT,285.09,10.09,N
