,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
103,-33.7322,-71.46765,301.42,1.17,1.07,2022-02-24,342,T,41,6.1NRT,285.53,7.96,N
104,-33.73428,-71.4801,302.0,1.16,1.07,2022-02-24,342,T,46,6.1NRT,286.46,8.38,N
105,-33.72466,-71.48248000000001,310.41,1.16,1.07,2022-02-24,342,T,80,6.1NRT,285.13,14.5,N
396,-27.41902,-70.26073000000001,325.12,1.03,1.02,2022-02-24,1441,T,68,6.1NRT,310.67,8.73,D
413,-32.80539,-70.95166,319.53,1.01,1.0,2022-02-24,1441,T,70,6.1NRT,304.43,8.37,D
424,-35.47432,-69.57774,308.15,1.05,1.02,2022-02-24,1444,T,29,6.1NRT,293.6,3.34,D
425,-35.96663,-71.68072,305.74,1.0,1.0,2022-02-24,1444,T,59,6.1NRT,293.5,3.28,D
426,-36.14783,-71.82565,308.1,1.0,1.0,2022-02-24,1444,T,34,6.1NRT,294.2,3.81,D
1096,-27.15359,-109.39544,315.31,1.73,1.29,2022-02-24,2048,A,46,6.1NRT,297.08,13.96,D
1417,-34.1016,-70.44922,310.79,1.2,1.09,2022-02-25,609,A,81,6.1NRT,282.03,18.08,N
2006,-35.843720000000005,-71.59533,307.18,3.23,1.7,2022-02-25,1526,T,53,6.1NRT,294.41,20.96,D
2007,-37.46575,-72.37486,309.76,2.99,1.64,2022-02-25,1526,T,55,6.1NRT,295.34,22.37,D
2008,-37.46771,-72.34068,308.51,3.0,1.65,2022-02-25,1526,T,38,6.1NRT,295.54,18.63,D
2572,-36.63348,-72.11321,316.58,2.78,1.59,2022-02-25,1813,A,25,6.1NRT,301.68,15.91,D
2637,-17.49608,-71.35497,334.12,1.41,1.17,2022-02-25,1817,A,0,6.1NRT,306.23,20.4,D
