,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
1145,-27.41735,-70.2626,325.55,0.74,0.76,2022-06-30,446,N,nominal,2.0NRT,281.85,7.34,N
1146,-27.41964,-70.25435,305.6,0.74,0.76,2022-06-30,446,N,nominal,2.0NRT,281.52,3.39,N
1147,-27.41143,-70.26541999999999,309.51,0.74,0.76,2022-06-30,446,N,nominal,2.0NRT,280.95,2.28,N
1148,-27.4206,-70.25998,333.36,0.74,0.76,2022-06-30,446,N,nominal,2.0NRT,281.37,4.43,N
2565,-27.41793,-70.25774,312.2,0.33,0.55,2022-06-30,627,N,nominal,2.0NRT,282.87,0.66,N
2566,-27.423109999999998,-70.25844000000001,302.58,0.33,0.55,2022-06-30,627,N,nominal,2.0NRT,279.61,0.66,N
2567,-32.80032,-70.95467,297.29,0.34,0.56,2022-06-30,629,N,nominal,2.0NRT,276.31,0.79,N
2568,-32.80441,-70.95348,309.1,0.34,0.56,2022-06-30,629,N,nominal,2.0NRT,277.16,0.9,N
2572,-36.74488,-73.13075,297.68,0.56,0.52,2022-06-30,629,N,nominal,2.0NRT,279.47,2.01,N
5646,-17.49344,-71.35605,344.37,0.6,0.53,2022-06-30,1853,N,nominal,2.0NRT,306.89,84.61,D
6090,-32.80537,-70.95295,332.14,0.5,0.41,2022-06-30,1849,N,nominal,2.0NRT,295.78,6.38,D
6091,-32.80161,-70.95388,332.55,0.5,0.41,2022-06-30,1849,N,nominal,2.0NRT,293.73,6.38,D
6110,-29.807270000000003,-71.24971,334.08,0.54,0.42,2022-06-30,1849,N,nominal,2.0NRT,297.29,3.95,D
6124,-27.41576,-70.26095,332.51,0.45,0.47,2022-06-30,1851,N,nominal,2.0NRT,298.47,2.38,D
