,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
189,-17.49205,-71.35598,321.78,1.11,1.05,2022-06-22,304,T,100,6.1NRT,283.31,26.12,N
191,-17.486639999999998,-71.35225,303.86,1.11,1.05,2022-06-22,304,T,57,6.1NRT,281.52,11.01,N
2944,-17.49239,-71.35169,305.74,1.45,1.19,2022-06-24,557,A,65,6.1NRT,284.27,17.67,N
5712,-17.49405,-71.35181999999999,316.64,1.57,1.23,2022-06-26,1512,T,0,6.1NRT,294.94,20.28,D
6204,-34.1051,-70.46030999999999,321.59,1.01,1.0,2022-06-27,319,T,100,6.1NRT,272.65,25.27,N
6310,-32.79937,-70.95416,305.9,1.5,1.21,2022-06-27,1420,T,62,6.1NRT,281.45,17.17,D
6311,-34.10928,-70.45351,302.95,1.34,1.15,2022-06-27,1422,T,54,6.1NRT,279.66,13.17,D
7262,-16.74285,-70.81395,311.71,1.1,1.04,2022-06-28,1459,T,32,6.1NRT,295.13,6.91,D
7264,-17.49465,-71.3544,321.79,1.06,1.03,2022-06-28,1459,T,0,6.1NRT,299.28,14.1,D
7269,-38.00985,-70.51051,316.59,2.05,1.39,2022-06-28,1505,T,66,6.1NRT,279.45,51.72,D
7270,-38.0117,-70.48804,314.06,2.06,1.4,2022-06-28,1505,T,60,6.1NRT,277.79,46.31,D
7271,-38.01142,-70.49433,325.14,2.06,1.4,2022-06-28,1505,T,78,6.1NRT,278.28,77.15,D
7855,-17.646060000000002,-70.45851,323.97,1.1,1.05,2022-06-27,1838,A,74,6.1NRT,298.96,15.02,D
7856,-17.64228,-70.46499,317.37,1.1,1.05,2022-06-27,1838,A,49,6.1NRT,299.66,8.49,D
10819,-48.63985,-70.6228,311.29,2.33,1.48,2022-06-29,1817,A,62,6.1NRT,275.1,51.56,D
