,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
137,-32.80277,-70.94974,325.86,0.54,0.51,2022-01-25,512,N,nominal,2.0NRT,289.32,2.52,N
138,-32.801429999999996,-70.95564,299.28,0.54,0.51,2022-01-25,512,N,nominal,2.0NRT,288.69,2.52,N
139,-34.10387,-70.45594,337.92,0.47,0.48,2022-01-25,512,N,nominal,2.0NRT,288.53,4.27,N
140,-34.10498,-70.45094,301.36,0.47,0.48,2022-01-25,512,N,nominal,2.0NRT,287.93,2.5,N
141,-34.108090000000004,-70.45795,330.76,0.47,0.48,2022-01-25,512,N,nominal,2.0NRT,287.75,4.0,N
142,-34.5568,-71.52084,299.47,0.53,0.5,2022-01-25,512,N,nominal,2.0NRT,288.28,1.07,N
143,-34.561409999999995,-71.52213,306.09,0.53,0.5,2022-01-25,512,N,nominal,2.0NRT,287.31,1.07,N
144,-34.55833,-71.52306,312.76,0.53,0.5,2022-01-25,512,N,nominal,2.0NRT,288.05,0.97,N
145,-34.56288,-71.5246,296.47,0.53,0.5,2022-01-25,512,N,nominal,2.0NRT,285.73,0.97,N
146,-34.74435,-70.82304,338.74,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,290.81,5.16,N
147,-34.74552,-70.81792,301.29,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,288.08,5.16,N
148,-34.7489,-70.82370999999999,315.74,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,287.88,1.88,N
149,-34.75007,-70.81854,301.89,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,288.69,1.88,N
150,-34.75117,-70.81371,309.87,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,290.39,1.75,N
151,-34.7557,-70.81442,301.58,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,289.74,1.75,N
152,-34.756820000000005,-70.80949,316.93,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,292.54,1.75,N
153,-34.75801,-70.80424000000001,304.81,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,288.95,1.07,N
154,-34.761379999999996,-70.8101,304.62,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,291.5,2.3,N
155,-34.7626,-70.80469000000001,312.99,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,291.02,2.82,N
156,-34.76392,-70.79889,309.59,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,288.49,2.82,N
157,-34.76853,-70.7992,335.23,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,290.84,2.82,N
158,-34.76733,-70.80453,310.04,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,289.47,2.82,N
159,-34.77203,-70.80447,310.43,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,288.1,2.49,N
160,-34.773070000000004,-70.79987,314.69,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,288.21,2.49,N
161,-34.77659,-70.80502,324.34,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,289.84,2.49,N
162,-34.780120000000004,-70.81017,309.92,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,287.17,1.79,N
163,-34.78103,-70.80613000000001,303.77,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,287.45,1.18,N
164,-34.77758,-70.86319,306.93,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,289.91,2.04,N
165,-34.77928,-70.85561,317.93,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,290.12,2.04,N
166,-34.7811,-70.84747,304.03,0.48,0.48,2022-01-25,512,N,nominal,2.0NRT,286.61,1.06,N
173,-38.32045,-70.99039,332.49,0.41,0.45,2022-01-25,514,N,nominal,2.0NRT,282.68,3.52,N
174,-38.32188,-70.98824,326.74,0.41,0.45,2022-01-25,514,N,nominal,2.0NRT,281.31,4.18,N
175,-37.925959999999996,-73.36171999999999,304.01,0.55,0.51,2022-01-25,514,N,nominal,2.0NRT,284.06,0.66,N
176,-37.9308,-73.36256,310.86,0.55,0.51,2022-01-25,514,N,nominal,2.0NRT,285.18,1.24,N
177,-38.85725,-72.57696,297.32,0.48,0.48,2022-01-25,514,N,nominal,2.0NRT,283.35,1.1,N
844,-23.82592,-70.31529,325.9,0.38,0.59,2022-01-25,510,N,nominal,2.0NRT,285.92,2.22,N
845,-23.82509,-70.31896,300.89,0.38,0.59,2022-01-25,510,N,nominal,2.0NRT,286.63,2.65,N
1411,-37.92835,-73.36525,367.0,0.62,0.71,2022-01-25,654,N,high,2.0NRT,286.29,9.94,N
4342,-34.782,-70.79634,367.0,0.59,0.7,2022-01-25,1734,N,high,2.0NRT,297.26,285.03,D
4343,-34.78225,-70.80447,367.0,0.59,0.7,2022-01-25,1734,N,high,2.0NRT,295.63,289.57,D
4344,-34.78239,-70.80905,367.0,0.59,0.7,2022-01-25,1734,N,high,2.0NRT,295.11,25.26,D
4345,-34.78185,-70.7914,332.36,0.58,0.7,2022-01-25,1734,N,nominal,2.0NRT,293.5,285.03,D
4346,-34.78212,-70.80039000000001,345.9,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,308.28,289.57,D
4347,-34.782540000000004,-70.8139,354.77,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,300.18,25.26,D
4348,-34.77523,-70.79144000000001,367.0,0.58,0.7,2022-01-25,1734,N,high,2.0NRT,298.12,285.03,D
4349,-34.77537,-70.79607,367.0,0.59,0.7,2022-01-25,1734,N,high,2.0NRT,361.97,285.03,D
4350,-34.77578,-70.80979,367.0,0.59,0.7,2022-01-25,1734,N,high,2.0NRT,303.32,25.26,D
4351,-34.77595,-70.81506,332.23,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,304.55,25.26,D
4352,-34.7755,-70.80035,367.0,0.59,0.7,2022-01-25,1734,N,low,2.0NRT,372.3,289.57,D
4353,-34.77563,-70.80479,208.0,0.59,0.7,2022-01-25,1734,N,low,2.0NRT,310.63,289.57,D
4354,-34.76893,-70.80232,367.0,0.59,0.7,2022-01-25,1734,N,high,2.0NRT,306.08,16.3,D
4355,-34.76877,-70.79677,340.53,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,297.83,28.05,D
4356,-34.76913,-70.8088,341.56,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,305.76,16.3,D
4357,-34.76245,-70.8075,335.38,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,303.83,16.3,D
4358,-34.78524,-70.79964,367.0,0.59,0.7,2022-01-25,1734,N,high,2.0NRT,302.34,181.72,D
4359,-34.78575,-70.81395,367.0,0.59,0.7,2022-01-25,1734,N,high,2.0NRT,296.68,18.09,D
4360,-34.78508,-70.79504,334.76,0.58,0.7,2022-01-25,1734,N,nominal,2.0NRT,293.22,181.72,D
4361,-34.7854,-70.80415,353.7,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,294.68,114.62,D
4362,-34.77844,-70.79477,367.0,0.58,0.7,2022-01-25,1734,N,high,2.0NRT,306.03,181.72,D
4363,-34.77903,-70.81135,367.0,0.59,0.7,2022-01-25,1734,N,high,2.0NRT,302.65,18.09,D
4364,-34.77827,-70.79005,335.29,0.58,0.7,2022-01-25,1734,N,nominal,2.0NRT,295.47,46.18,D
4365,-34.77887,-70.80696999999999,356.52,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,298.55,114.62,D
4366,-34.77923,-70.81714000000001,335.06,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,300.96,18.09,D
4367,-34.77859,-70.79898,367.0,0.59,0.7,2022-01-25,1734,N,low,2.0NRT,355.4,181.72,D
4368,-34.778729999999996,-70.80296,208.0,0.59,0.7,2022-01-25,1734,N,low,2.0NRT,310.88,114.62,D
4369,-34.77182,-70.79482,367.0,0.58,0.7,2022-01-25,1734,N,high,2.0NRT,310.4,303.91,D
4370,-34.77166,-70.79014000000001,337.57,0.58,0.7,2022-01-25,1734,N,nominal,2.0NRT,298.14,86.34,D
4371,-34.77238,-70.81063,352.59,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,305.9,179.77,D
4372,-34.77199,-70.79948,367.0,0.59,0.7,2022-01-25,1734,N,low,2.0NRT,340.55,303.91,D
4373,-34.77217,-70.80463,208.0,0.59,0.7,2022-01-25,1734,N,low,2.0NRT,317.81,179.77,D
4374,-34.76549,-70.80311,338.61,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,302.03,303.91,D
4375,-34.75902,-70.80736,338.68,0.59,0.7,2022-01-25,1734,N,nominal,2.0NRT,301.71,6.78,D
4376,-34.10465,-70.45387,343.46,0.56,0.68,2022-01-25,1734,N,nominal,2.0NRT,306.56,5.32,D
4377,-34.10492,-70.46086,339.64,0.56,0.68,2022-01-25,1734,N,nominal,2.0NRT,307.41,5.32,D
5628,-17.49005,-71.36224,340.37,0.44,0.62,2022-01-25,1741,N,nominal,2.0NRT,295.33,10.62,D
5727,-53.752019999999995,-69.91837,332.39,0.43,0.38,2022-01-25,1910,N,nominal,2.0NRT,281.22,2.71,D
5785,-38.32217,-70.99039,340.19,0.54,0.5,2022-01-25,1914,N,nominal,2.0NRT,300.41,17.61,D
5786,-38.32132,-70.99383,353.93,0.54,0.51,2022-01-25,1914,N,nominal,2.0NRT,299.41,14.65,D
5787,-37.21201,-71.91059,356.68,0.51,0.49,2022-01-25,1914,N,nominal,2.0NRT,309.42,17.35,D
5788,-37.20754,-71.91223000000001,354.18,0.51,0.49,2022-01-25,1914,N,nominal,2.0NRT,308.69,24.04,D
5789,-37.213409999999996,-71.9125,342.15,0.51,0.49,2022-01-25,1914,N,nominal,2.0NRT,307.5,10.64,D
5790,-37.207640000000005,-71.90850999999999,342.83,0.51,0.49,2022-01-25,1914,N,nominal,2.0NRT,307.93,29.78,D
5791,-37.208940000000005,-71.91415,338.26,0.51,0.49,2022-01-25,1914,N,nominal,2.0NRT,309.5,10.64,D
5792,-34.78666,-70.79671,367.0,0.33,0.55,2022-01-25,1914,N,high,2.0NRT,303.27,8.21,D
5793,-34.782059999999994,-70.80022,367.0,0.33,0.55,2022-01-25,1914,N,high,2.0NRT,305.33,8.21,D
5794,-34.77598,-70.79774,367.0,0.33,0.55,2022-01-25,1914,N,high,2.0NRT,308.05,10.32,D
5795,-34.77749,-70.80383,352.72,0.33,0.55,2022-01-25,1914,N,nominal,2.0NRT,305.24,11.64,D
5796,-34.783840000000005,-70.85139000000001,367.0,0.33,0.55,2022-01-25,1914,N,high,2.0NRT,316.77,12.15,D
