,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
37,-35.17502,-71.08434,327.25,1.42,1.18,2022-03-09,310,T,100,6.1NRT,285.98,46.44,N
38,-35.17665,-71.10053,331.51,1.42,1.18,2022-03-09,310,T,100,6.1NRT,285.98,55.53,N
39,-35.1717,-71.09109000000001,342.04,1.42,1.18,2022-03-09,310,T,100,6.1NRT,286.52,83.32,N
40,-35.17341,-71.10719,307.58,1.42,1.18,2022-03-09,310,T,72,6.1NRT,285.04,17.55,N
41,-33.92485,-71.54313,304.9,1.46,1.19,2022-03-09,310,T,62,6.1NRT,285.69,15.04,N
112,-35.16339,-71.08266,305.12,2.6,1.55,2022-03-09,633,A,63,6.1NRT,281.79,38.37,N
113,-35.17757,-71.08306,300.64,2.6,1.55,2022-03-09,633,A,31,6.1NRT,281.09,27.74,N
560,-38.986740000000005,-72.64843,302.98,1.39,1.17,2022-03-09,1834,A,35,6.1NRT,290.15,4.68,D
561,-38.770309999999995,-72.76871,304.09,1.4,1.17,2022-03-09,1834,A,51,6.1NRT,293.0,4.55,D
562,-38.741,-72.9479,303.84,1.43,1.18,2022-03-09,1834,A,35,6.1NRT,292.57,4.59,D
563,-37.95834,-72.43363000000001,306.2,1.32,1.14,2022-03-09,1834,A,28,6.1NRT,294.75,6.0,D
564,-37.72398,-72.24457,307.23,1.28,1.12,2022-03-09,1834,A,33,6.1NRT,295.61,6.02,D
565,-37.61123,-73.65508,302.73,1.51,1.21,2022-03-09,1834,A,28,6.1NRT,292.7,8.61,D
566,-35.20155,-71.22588,325.72,1.1,1.04,2022-03-09,1836,A,81,6.1NRT,304.94,17.58,D
567,-31.855729999999998,-71.39777,334.98,1.05,1.02,2022-03-09,1836,A,84,6.1NRT,304.13,27.68,D
568,-31.85717,-71.40868,355.8,1.05,1.02,2022-03-09,1836,A,97,6.1NRT,305.36,70.34,D
569,-23.82364,-70.31898000000001,330.7,1.06,1.03,2022-03-09,1838,A,63,6.1NRT,312.42,11.74,D
782,-17.49629,-71.35431,337.96,1.1,1.05,2022-03-09,1840,A,67,6.1NRT,308.78,20.51,D
1055,-27.41167,-70.26358,332.09,1.08,1.04,2022-03-10,1454,T,82,6.1NRT,308.53,21.69,D
1058,-37.24612,-73.31311,304.92,1.04,1.02,2022-03-10,1456,T,29,6.1NRT,294.21,4.22,D
1059,-37.4829,-73.33806,304.37,1.04,1.02,2022-03-10,1456,T,35,6.1NRT,291.12,4.85,D
1060,-37.48447,-73.32627,302.58,1.04,1.02,2022-03-10,1456,T,7,6.1NRT,291.0,4.06,D
1061,-37.71626,-72.23467,304.05,1.12,1.06,2022-03-10,1456,T,43,6.1NRT,290.33,4.22,D
1062,-37.72582,-72.23652,303.02,1.12,1.06,2022-03-10,1456,T,26,6.1NRT,290.9,3.59,D
1063,-37.95655,-72.43069,304.12,1.11,1.05,2022-03-10,1456,T,37,6.1NRT,291.87,4.16,D
1064,-38.233270000000005,-72.33178000000001,302.88,1.13,1.06,2022-03-10,1456,T,34,6.1NRT,290.18,2.13,D
1065,-38.55275,-72.86171,306.86,1.09,1.04,2022-03-10,1456,T,61,6.1NRT,293.21,5.73,D
1066,-38.74385,-72.95087,303.33,1.09,1.04,2022-03-10,1456,T,30,6.1NRT,290.74,3.34,D
1067,-38.76785,-72.76126,301.61,1.1,1.05,2022-03-10,1456,T,42,6.1NRT,289.56,2.89,D
1068,-39.365320000000004,-72.63124,300.41,1.13,1.06,2022-03-10,1456,T,27,6.1NRT,289.84,4.18,D
1069,-39.36691,-72.61806999999999,300.25,1.13,1.06,2022-03-10,1456,T,25,6.1NRT,288.96,3.57,D
1070,-39.53755,-72.95805,300.25,1.1,1.05,2022-03-10,1456,T,28,6.1NRT,289.16,3.51,D
1390,-38.77551,-72.26309,315.99,1.68,1.27,2022-03-10,1917,A,68,6.1NRT,297.29,21.98,D
1391,-38.779340000000005,-72.28191,309.3,1.68,1.27,2022-03-10,1917,A,44,6.1NRT,297.01,10.44,D
1392,-38.438359999999996,-72.04283000000001,322.54,1.76,1.3,2022-03-10,1917,A,77,6.1NRT,296.67,37.81,D
1393,-38.44247,-72.06271,318.5,1.76,1.3,2022-03-10,1917,A,72,6.1NRT,298.21,28.06,D
1394,-38.431999999999995,-72.05142,324.75,1.76,1.3,2022-03-10,1917,A,74,6.1NRT,299.28,41.21,D
1395,-38.389509999999994,-72.02441,313.39,1.77,1.3,2022-03-10,1917,A,63,6.1NRT,294.73,20.62,D
1396,-38.37798,-72.02846,353.53,1.77,1.3,2022-03-10,1917,A,97,6.1NRT,297.7,154.78,D
1397,-37.88166,-73.51992,311.11,1.5,1.21,2022-03-10,1919,A,0,6.1NRT,294.25,11.51,D
1398,-36.80901,-73.04084,312.9,1.68,1.27,2022-03-10,1919,A,24,6.1NRT,297.8,12.28,D
1399,-36.55191,-72.75024,379.18,1.77,1.3,2022-03-10,1919,A,100,6.1NRT,302.6,330.8,D
1400,-36.55597,-72.77024,354.24,1.77,1.3,2022-03-10,1919,A,97,6.1NRT,300.63,149.96,D
1401,-36.540279999999996,-72.75366,339.87,1.77,1.3,2022-03-10,1919,A,89,6.1NRT,298.17,85.11,D
1402,-36.54436,-72.77376,320.8,1.77,1.3,2022-03-10,1919,A,69,6.1NRT,298.89,28.74,D
1403,-34.96085,-71.11452,316.79,2.44,1.51,2022-03-10,1919,A,54,6.1NRT,301.79,23.72,D
1404,-34.96662,-71.14043000000001,316.56,2.43,1.5,2022-03-10,1919,A,52,6.1NRT,302.04,22.52,D
1405,-34.96888,-71.11703,326.44,2.44,1.51,2022-03-10,1919,A,78,6.1NRT,303.48,59.4,D
1406,-34.97446,-71.14291999999999,317.87,2.43,1.5,2022-03-10,1919,A,60,6.1NRT,304.08,26.3,D
1407,-27.116540000000004,-109.30827,317.34,1.16,1.07,2022-03-10,2059,A,39,6.1NRT,293.61,15.83,D
1448,-36.55208,-72.7541,301.47,2.91,1.63,2022-03-11,257,T,37,6.1NRT,288.57,25.51,N
1449,-36.53725,-72.75591,315.55,2.91,1.63,2022-03-11,257,T,91,6.1NRT,289.48,68.97,N
1450,-36.52241,-72.75763,310.85,2.91,1.63,2022-03-11,257,T,67,6.1NRT,289.41,49.69,N
1451,-36.50755,-72.75899,333.51,2.91,1.63,2022-03-11,257,T,100,6.1NRT,290.57,162.76,N
1452,-36.490829999999995,-72.72738000000001,324.71,2.9,1.62,2022-03-11,257,T,100,6.1NRT,289.93,108.38,N
1453,-36.49261,-72.7589,350.18,2.91,1.63,2022-03-11,257,T,100,6.1NRT,292.34,300.95,N
1454,-36.5378,-72.76239,310.91,2.91,1.63,2022-03-11,257,T,38,6.1NRT,289.2,49.42,N
1455,-36.52295,-72.7639,309.06,2.91,1.63,2022-03-11,257,T,62,6.1NRT,289.1,45.37,N
1456,-36.50607,-72.7334,312.61,2.9,1.62,2022-03-11,257,T,7,6.1NRT,288.91,52.83,N
1457,-36.50809,-72.76533,327.42,2.91,1.63,2022-03-11,257,T,100,6.1NRT,289.94,122.95,N
1458,-36.491170000000004,-72.73378000000001,339.73,2.9,1.62,2022-03-11,257,T,100,6.1NRT,291.24,204.79,N
1459,-36.493140000000004,-72.76534000000001,338.37,2.91,1.63,2022-03-11,257,T,100,6.1NRT,291.17,196.53,N
