,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
43,-36.33068,-72.71812,303.05,1.94,1.36,2022-06-12,402,T,53,6.1NRT,277.24,25.37,N
59,-34.105259999999994,-70.44939000000001,306.61,1.41,1.18,2022-06-12,540,A,69,6.1NRT,279.66,18.57,N
149,-17.49503,-71.35351999999999,320.89,1.06,1.03,2022-06-12,1459,T,0,6.1NRT,300.86,11.81,D
154,-34.10814,-70.45306,304.95,1.85,1.33,2022-06-12,1503,T,60,6.1NRT,288.27,15.88,D
155,-34.112559999999995,-70.45936999999999,301.27,1.85,1.33,2022-06-12,1503,T,41,6.1NRT,290.44,11.52,D
442,-34.11155,-70.46008,319.55,1.27,1.12,2022-06-13,306,T,99,6.1NRT,280.16,30.97,N
455,-34.10839,-70.45384,303.43,1.73,1.29,2022-06-13,622,A,55,6.1NRT,279.22,22.25,N
541,-34.11045,-70.45957,304.19,2.04,1.39,2022-06-13,1410,T,58,6.1NRT,276.37,25.29,D
858,-34.11092,-70.45776,307.49,1.38,1.16,2022-06-13,1824,A,50,6.1NRT,291.0,9.7,D
977,-27.50083,-70.3855,322.45,1.15,1.07,2022-06-13,1826,A,77,6.1NRT,304.68,15.04,D
978,-27.42295,-70.26529000000001,313.13,1.13,1.06,2022-06-13,1826,A,56,6.1NRT,300.02,7.43,D
1571,-34.1105,-70.46087,324.29,1.23,1.1,2022-06-14,1452,T,83,6.1NRT,285.31,32.7,D
1572,-34.11201,-70.44785,308.61,1.23,1.1,2022-06-14,1452,T,67,6.1NRT,284.71,14.13,D
1573,-34.04081,-71.93248,302.38,1.07,1.03,2022-06-14,1452,T,0,6.1NRT,284.14,7.85,D
1574,-35.73499,-72.43829000000001,307.39,1.07,1.03,2022-06-14,1452,T,65,6.1NRT,276.44,12.83,D
